sol_irr,T_amb,wind_pow
0,12.8,0.982
0,13.3,0.98
0,13.9,0.98
0,13.9,0.982
0.031,13.9,0.984
0.145,13.9,0.988
0.317,13.3,0.991
0.471,13.3,0.991
0.576,12.8,0.991
0.627,13.3,0.991
0.628,14.4,0.991
0.559,15,0.989
0.433,15.6,0.985
0.316,16.7,0.981
0.191,17.2,0.98
0.07,17.2,0.983
0.002,17.2,0.973
0,17.2,0.97
0,17.2,0.968
0,16.7,0.968
0,15.6,0.968
0,15,0.964
0,13.9,0.958
0,13.3,0.948
0,13.3,0.936
0,13.3,0.922
0,12.8,0.905
0,13.3,0.889
0.018,12.8,0.88
0.082,13.3,0.894
0.196,12.8,0.941
0.334,13.3,0.954
0.423,13.9,0.957
0.455,15.6,0.95
0.426,16.7,0.939
0.414,17.2,0.927
0.397,17.8,0.926
0.346,18.3,0.93
0.223,20,0.935
0.083,19.4,0.942
0.003,20,0.927
0,20.6,0.928
0,20,0.939
0,19.4,0.95
0,17.2,0.949
0,15.6,0.949
0,13.9,0.944
0,12.8,0.929
0,11.1,0.904
0,10,0.884
0,10.6,0.857
0,8.3,0.82
0.033,9.4,0.812
0.129,8.3,0.821
0.262,7.8,0.896
0.414,8.9,0.927
0.524,10,0.938
0.598,13.9,0.939
0.63,15.6,0.928
0.596,17.2,0.906
0.508,18.9,0.889
0.38,20,0.901
0.228,22.2,0.927
0.083,23.3,0.931
0.003,24.4,0.929
0,24.4,0.923
0,25,0.92
0,24.4,0.929
0,23.3,0.942
0,21.1,0.951
0,18.3,0.952
0,17.2,0.946
0,16.7,0.936
0,12.2,0.923
0,13.3,0.903
0,13.3,0.899
0.032,13.3,0.901
0.143,11.7,0.923
0.303,10.6,0.962
0.435,13.3,0.97
0.525,15.6,0.97
0.571,17.2,0.967
0.588,19.4,0.955
0.569,21.7,0.944
0.49,24.4,0.945
0.37,25,0.955
0.226,26.1,0.962
0.08,27.8,0.959
0.003,28.3,0.958
0,28.9,0.949
0,28.3,0.946
0,27.8,0.951
0,25,0.961
0,22.8,0.968
0,19.4,0.969
0,17.2,0.964
0,15.6,0.958
0,12.2,0.952
0,12.2,0.944
0,11.1,0.941
0.028,10.6,0.935
0.143,10.6,0.934
0.299,9.4,0.953
0.432,11.1,0.964
0.549,15.6,0.962
0.594,19.4,0.952
0.606,21.7,0.937
0.587,23.3,0.917
0.495,25.6,0.906
0.342,27.2,0.914
0.168,28.9,0.918
0.046,30.6,0.921
0,31.1,0.928
0,32.2,0.928
0,32.2,0.931
0,31.7,0.936
0,28.9,0.945
0,25.6,0.955
0,22.8,0.962
0,17.2,0.966
0,17.2,0.967
0,16.1,0.961
0,13.9,0.946
0,13.3,0.936
0.034,11.7,0.938
0.143,11.1,0.946
0.282,11.1,0.969
0.411,11.7,0.98
0.577,15,0.983
0.628,18.9,0.98
0.631,21.1,0.977
0.569,23.9,0.976
0.478,26.1,0.98
0.35,27.8,0.983
0.204,28.3,0.985
0.068,30,0.978
0.002,31.1,0.971
0,31.7,0.964
0,31.1,0.961
0,30.6,0.961
0,28.3,0.962
0,22.2,0.961
0,20.6,0.961
0,17.8,0.961
0,15,0.959
0,12.8,0.953
0,13.3,0.945
0,13.9,0.936
0.033,11.1,0.929
0.146,12.2,0.934
0.291,11.7,0.963
0.426,12.2,0.973
0.574,16.7,0.972
0.623,20.6,0.968
0.624,22.8,0.966
0.587,24.4,0.966
0.497,26.7,0.97
0.366,28.9,0.975
0.209,30.6,0.978
0.059,32.2,0.971
0,32.8,0.967
0,33.9,0.954
0,33.9,0.949
0,32.2,0.946
0,28.9,0.945
0,22.8,0.945
0,18.9,0.941
0,18.9,0.929
0,15.6,0.915
0,14.4,0.901
0,14.4,0.897
0,12.8,0.899
0.034,12.8,0.893
0.145,12.8,0.9
0.295,13.9,0.938
0.429,13.3,0.952
0.526,14.4,0.963
0.563,16.1,0.96
0.577,17.8,0.946
0.57,17.2,0.939
0.486,18.3,0.944
0.335,20,0.951
0.144,20.6,0.946
0.036,21.7,0.938
0,22.2,0.921
0,21.7,0.902
0,21.7,0.899
0,20.6,0.91
0,18.9,0.926
0,15.6,0.945
0,14.4,0.953
0,13.3,0.967
0,11.1,0.983
0,11.7,0.981
0,10.6,0.982
0,8.3,0.985
0.019,8.9,0.981
0.085,7.8,0.972
0.195,7.8,0.96
0.304,8.3,0.951
0.387,11.7,0.945
0.482,15,0.951
0.48,18.3,0.964
0.403,20.6,0.967
0.317,22.8,0.957
0.224,23.9,0.926
0.119,25,0.899
0.042,26.1,0.879
0,26.7,0.872
0,27.2,0.873
0,26.7,0.871
0,25,0.868
0,23.3,0.866
0,20.6,0.871
0,18.9,0.875
0,17.2,0.866
0,16.1,0.847
0,14.4,0.829
0,12.8,0.805
0,10.6,0.765
0.038,10,0.713
0.167,10,0.668
0.314,9.4,0.655
0.41,10.6,0.602
0.475,17.2,0.515
0.525,19.4,0.429
0.538,22.2,0.381
0.515,23.3,0.401
0.441,24.4,0.441
0.321,26.1,0.433
0.191,27.8,0.397
0.067,28.9,0.36
0.001,30,0.306
0,30,0.274
0,30,0.308
0,28.3,0.376
0,25.6,0.438
0,22.8,0.438
0,18.9,0.413
0,16.7,0.402
0,15,0.384
0,13.9,0.386
0,12.8,0.401
0,12.2,0.403
0.032,11.7,0.374
0.128,11.7,0.344
0.211,11.1,0.449
0.3,12.2,0.59
0.405,14.4,0.733
0.536,16.7,0.771
0.582,19,0.692
0.513,21.2,0.582
0.413,23.3,0.546
0.306,25.1,0.619
0.18,26.7,0.698
0.061,27.8,0.733
0.001,27.8,0.75
0,27.2,0.746
0,26.1,0.736
0,23.9,0.732
0,20.6,0.725
0,17.2,0.733
0,15.6,0.775
0,13.9,0.795
0,12.2,0.809
0,13.3,0.829
0,12.2,0.848
0,10.6,0.843
0.039,10,0.836
0.178,9.4,0.868
0.341,7.8,0.883
0.485,8.9,0.866
0.586,11.7,0.808
0.64,15,0.669
0.644,17.2,0.544
0.592,19.4,0.494
0.503,21.7,0.523
0.374,23.3,0.559
0.225,25.6,0.599
0.077,26.7,0.644
0.001,27.8,0.652
0,27.8,0.656
0,26.7,0.674
0,25,0.718
0,22.8,0.742
0,19.4,0.749
0,16.7,0.763
0,16.1,0.778
0,15,0.79
0,14.4,0.792
0,13.9,0.792
0,13.3,0.786
0.038,12.8,0.77
0.175,12.8,0.803
0.335,12.8,0.785
0.469,14.4,0.744
0.561,16.1,0.679
0.625,17.8,0.541
0.638,18.3,0.413
0.589,20,0.351
0.51,21.1,0.341
0.387,21.1,0.395
0.228,20.6,0.465
0.077,20.6,0.558
0.001,19.4,0.597
0,18.9,0.591
0,17.8,0.583
0,17.2,0.598
0,15.6,0.636
0,11.7,0.663
0,12.2,0.667
0,10.6,0.651
0,10,0.63
0,11.1,0.606
0,11.7,0.603
0,10,0.603
0.033,10,0.58
0.158,10,0.604
0.326,9.4,0.616
0.488,11.7,0.56
0.609,12.2,0.495
0.667,13.3,0.401
0.674,15.6,0.314
0.635,17.2,0.314
0.548,17.8,0.37
0.416,18.3,0.448
0.25,20.6,0.513
0.085,20,0.6
0.001,19.4,0.647
0,19.4,0.656
0,18.9,0.675
0,18.3,0.716
0,17.2,0.766
0,15,0.799
0,15,0.798
0,13.3,0.791
0,12.2,0.778
0,11.7,0.759
0,10.6,0.746
0,10,0.733
0.039,9.4,0.707
0.191,8.9,0.748
0.369,8.3,0.759
0.519,8.3,0.719
0.621,11.7,0.648
0.673,13.9,0.516
0.677,15.6,0.386
0.631,17.2,0.328
0.541,17.8,0.342
0.407,18.3,0.402
0.241,18.9,0.487
0.081,19.4,0.557
0.001,21.1,0.566
0,21.1,0.513
0,20.6,0.491
0,18.9,0.51
0,17.8,0.537
0,14.4,0.551
0,14.4,0.553
0,11.7,0.535
0,11.7,0.494
0,10.6,0.468
0,10,0.461
0,8.3,0.46
0.039,6.7,0.422
0.191,6.1,0.418
0.371,5.6,0.398
0.523,5.6,0.325
0.63,10,0.272
0.686,13.3,0.234
0.695,15.6,0.245
0.648,17.2,0.267
0.56,18.3,0.266
0.425,19.4,0.233
0.255,20,0.184
0.085,21.1,0.16
0.001,20,0.194
0,20,0.233
0,20,0.26
0,18.9,0.285
0,17.2,0.291
0,16.1,0.28
0,15.6,0.272
0,15,0.261
0,14.4,0.238
0,13.9,0.207
0,13.3,0.18
0,13.3,0.184
0.039,12.8,0.178
0.189,12.8,0.179
0.377,12.2,0.191
0.526,12.8,0.208
0.619,13.9,0.236
0.676,14.4,0.27
0.685,17.2,0.294
0.65,17.8,0.283
0.564,17.8,0.256
0.429,18.3,0.224
0.257,20.6,0.198
0.084,20.6,0.195
0.001,22.2,0.227
0,21.1,0.263
0,21.7,0.29
0,22.2,0.31
0,20,0.325
0,16.7,0.326
0,16.1,0.316
0,13.3,0.302
0,11.1,0.295
0,10.6,0.296
0,8.9,0.318
0,8.3,0.348
0.037,8.3,0.359
0.178,7.2,0.399
0.355,7.2,0.444
0.521,8.3,0.464
0.628,10,0.476
0.688,11.7,0.481
0.701,15.6,0.479
0.66,18.9,0.468
0.572,20.6,0.453
0.437,22.8,0.428
0.263,23.3,0.403
0.087,24.4,0.401
0.001,25,0.422
0,25,0.439
0,25,0.464
0,23.3,0.488
0,21.1,0.513
0,18.9,0.55
0,14.4,0.578
0,12.8,0.564
0,11.7,0.547
0,11.1,0.538
0,10.6,0.535
0,9.4,0.526
0.038,8.3,0.484
0.196,7.8,0.483
0.379,7.8,0.494
0.53,7.2,0.48
0.634,13.3,0.476
0.688,16.1,0.461
0.694,18.3,0.433
0.654,20.6,0.413
0.565,22.8,0.395
0.429,23.9,0.392
0.257,25.6,0.41
0.085,26.7,0.457
0.001,27.8,0.509
0,27.8,0.528
0,27.8,0.538
0,26.7,0.538
0,21.7,0.526
0,20.6,0.507
0,15.6,0.485
0,13.9,0.476
0,13.3,0.478
0,11.1,0.485
0,10.6,0.501
0,10,0.516
0.038,9.4,0.498
0.2,8.9,0.552
0.382,8.3,0.605
0.532,8.3,0.612
0.635,12.8,0.599
0.688,17.2,0.561
0.693,20,0.516
0.652,22.2,0.47
0.562,23.9,0.435
0.427,26.1,0.413
0.255,27.8,0.395
0.084,28.9,0.39
0.001,30,0.415
0,30,0.423
0,28.9,0.428
0,27.8,0.431
0,25.6,0.429
0,21.1,0.432
0,20,0.441
0,16.1,0.452
0,13.9,0.463
0,12.2,0.469
0,11.7,0.474
0,11.1,0.473
0.038,10.6,0.432
0.204,10,0.424
0.39,9.4,0.469
0.542,9.4,0.481
0.645,15.6,0.469
0.699,18.3,0.441
0.706,20.6,0.431
0.665,23.3,0.432
0.577,26.1,0.442
0.442,26.1,0.467
0.266,27.8,0.485
0.087,30.6,0.519
0.001,31.1,0.558
0,31.1,0.574
0,30.6,0.587
0,28.9,0.595
0,25,0.604
0,22.8,0.61
0,20.6,0.61
0,18.3,0.61
0,15,0.602
0,14.4,0.59
0,13.3,0.575
0,12.2,0.559
0.038,12.2,0.513
0.207,11.1,0.526
0.393,11.1,0.591
0.544,13.3,0.617
0.645,16.1,0.628
0.698,18.9,0.606
0.703,20.6,0.586
0.66,21.1,0.578
0.571,23.3,0.577
0.435,26.1,0.589
0.261,25.6,0.615
0.085,26.7,0.67
0,27.2,0.704
0,28.3,0.686
0,27.2,0.669
0,25.6,0.667
0,24.4,0.678
0,21.7,0.695
0,20.6,0.712
0,18.9,0.736
0,17.8,0.75
0,16.1,0.746
0,14.4,0.737
0,13.9,0.734
0.038,15,0.707
0.2,14.4,0.723
0.382,13.3,0.798
0.532,13.3,0.815
0.633,15,0.844
0.686,16.1,0.849
0.691,16.7,0.84
0.653,18.3,0.822
0.564,19.4,0.8
0.429,19.4,0.784
0.256,18.3,0.776
0.083,20,0.78
0,20,0.777
0,20,0.757
0,20.6,0.733
0,20,0.724
0,18.3,0.731
0,15.6,0.75
0,14.4,0.765
0,15,0.783
0,15.6,0.783
0,15,0.755
0,15,0.698
0,15.6,0.626
0.032,15,0.529
0.135,15.6,0.402
0.225,15,0.343
0.313,15,0.386
0.404,15,0.547
0.466,15.6,0.619
0.519,16.1,0.653
0.524,16.7,0.663
0.467,17.8,0.661
0.354,18.3,0.657
0.22,18.9,0.667
0.082,18.9,0.703
0,18.9,0.724
0,18.3,0.693
0,18.3,0.621
0,17.8,0.544
0,17.2,0.501
0,17.2,0.487
0,16.7,0.491
0,16.1,0.493
0,15.6,0.488
0,15.6,0.478
0,15.6,0.466
0,15.6,0.468
0.031,15.6,0.454
0.164,15.6,0.432
0.357,13.9,0.532
0.534,11.7,0.601
0.637,14.4,0.625
0.662,16.7,0.591
0.595,19.4,0.52
0.532,20,0.468
0.479,20.6,0.436
0.39,22.8,0.413
0.245,24.4,0.433
0.082,25,0.501
0,25.6,0.578
0,26.7,0.626
0,25.6,0.638
0,25,0.63
0,22.8,0.618
0,20,0.619
0,18.3,0.635
0,18.3,0.651
0,18.3,0.656
0,18.3,0.652
0,18.3,0.647
0,15,0.644
0.035,15,0.615
0.185,15.6,0.613
0.376,15,0.667
0.535,14.4,0.666
0.633,17.8,0.654
0.675,19.4,0.64
0.662,21.7,0.63
0.634,23.3,0.601
0.565,25.6,0.596
0.432,27.2,0.61
0.257,29.4,0.631
0.081,31.1,0.661
0,32.2,0.684
0,33.3,0.679
0,31.7,0.672
0,27.8,0.672
0,23.9,0.69
0,21.1,0.7
0,18.9,0.693
0,17.8,0.668
0,17.2,0.635
0,16.1,0.624
0,16.7,0.594
0,15.6,0.622
0.029,16.1,0.657
0.154,16.7,0.613
0.35,15.6,0.59
0.524,15,0.601
0.638,16.7,0.593
0.696,17.8,0.562
0.696,19.4,0.503
0.637,20.6,0.437
0.541,21.1,0.38
0.426,23.3,0.371
0.256,23.3,0.409
0.08,22.2,0.538
0,20.6,0.647
0,21.7,0.66
0,21.1,0.645
0,20.6,0.628
0,18.3,0.619
0,17.8,0.616
0,15,0.614
0,14.4,0.61
0,13.9,0.608
0,16.1,0.603
0,15.6,0.584
0,15,0.556
0.036,14.4,0.505
0.201,13.9,0.467
0.389,13,0.533
0.544,13.9,0.551
0.649,15,0.574
0.703,16.1,0.576
0.708,17.2,0.569
0.668,18.9,0.58
0.578,19.4,0.595
0.44,20,0.625
0.263,20,0.676
0.083,21.7,0.743
0,22.2,0.768
0,22.2,0.75
0,21.1,0.726
0,21.7,0.711
0,18.9,0.712
0,17.2,0.711
0,15.6,0.699
0,15.2,0.668
0,14.8,0.63
0,14.4,0.586
0,14,0.55
0,13.6,0.532
0.035,13.2,0.526
0.189,12.8,0.541
0.379,12.4,0.659
0.532,12.1,0.728
0.636,11.7,0.77
0.691,13.4,0.78
0.67,15,0.764
0.583,16.7,0.756
0.461,17.2,0.779
0.396,17.8,0.81
0.258,18.3,0.829
0.082,18.5,0.831
0,18.7,0.805
0,18.9,0.788
0,17.6,0.768
0,16.3,0.754
0,15,0.746
0,13.5,0.726
0,12.1,0.708
0,10.6,0.697
0,9.8,0.689
0,9.1,0.678
0,8.3,0.675
0,8.5,0.681
0.014,8.7,0.679
0.087,8.9,0.654
0.177,9.8,0.683
0.267,10.8,0.689
0.366,11.7,0.663
0.438,13.5,0.652
0.448,15.4,0.635
0.449,17.2,0.61
0.486,17.8,0.61
0.412,18.3,0.623
0.251,18.9,0.642
0.08,19.5,0.654
0,20,0.65
0,20.6,0.654
0,19.5,0.657
0,18.3,0.662
0,17.2,0.668
0,15,0.675
0,12.8,0.684
0,10.6,0.682
0,10.2,0.665
0,9.8,0.653
0,9.4,0.65
0,9.6,0.65
0.031,9.8,0.635
0.188,10,0.658
0.374,10.2,0.755
0.531,10.4,0.792
0.64,10.6,0.803
0.692,12.8,0.802
0.704,15,0.782
0.655,17.2,0.737
0.559,19.1,0.683
0.409,20.9,0.635
0.233,22.8,0.594
0.067,23.2,0.571
0,23.5,0.538
0,23.9,0.508
0,22.4,0.498
0,20.9,0.491
0,19.4,0.498
0,17.2,0.522
0,15,0.547
0,12.8,0.556
0,12.1,0.547
0,11.3,0.532
0,10.6,0.529
0,10.2,0.547
0.034,9.8,0.566
0.197,9.4,0.648
0.393,10.3,0.728
0.55,11.3,0.723
0.655,12.2,0.695
0.709,14.2,0.686
0.715,16.3,0.687
0.662,18.3,0.669
0.571,19.6,0.658
0.434,20.9,0.666
0.257,22.2,0.682
0.078,22,0.71
0,21.9,0.727
0,21.7,0.731
0,20.4,0.724
0,19.1,0.706
0,17.8,0.697
0,17.4,0.689
0,17.1,0.69
0,16.7,0.702
0,16.7,0.726
0,16.7,0.756
0,16.7,0.777
0,16.5,0.77
0.021,16.3,0.731
0.119,16.1,0.715
0.26,16.3,0.801
0.43,16.5,0.823
0.612,16.7,0.815
0.676,16.5,0.759
0.69,16.3,0.647
0.647,16.1,0.574
0.557,16.3,0.597
0.42,16.5,0.68
0.246,16.7,0.786
0.073,15.6,0.845
0,14.4,0.849
0,13.3,0.792
0,13.1,0.706
0,13,0.641
0,12.8,0.624
0,12.4,0.63
0,12.1,0.658
0,11.7,0.682
0,11.3,0.692
0,11,0.689
0,10.6,0.699
0,10.4,0.714
0.029,10.2,0.701
0.171,10,0.711
0.348,10.4,0.785
0.483,10.7,0.824
0.588,11.1,0.846
0.666,12.6,0.851
0.693,14.1,0.831
0.654,15.6,0.789
0.563,16.5,0.739
0.424,17.4,0.714
0.248,18.3,0.729
0.074,18.3,0.778
0,18.3,0.802
0,18.3,0.769
0,16.6,0.724
0,15,0.7
0,13.3,0.703
0,11.5,0.723
0,9.6,0.751
0,7.8,0.782
0,7.8,0.806
0,7.8,0.816
0,7.8,0.822
0,6.9,0.82
0.013,5.9,0.808
0.095,5,0.795
0.252,5.7,0.838
0.462,6.5,0.872
0.621,7.2,0.86
0.694,9.4,0.844
0.701,11.7,0.831
0.654,13.9,0.812
0.563,15.4,0.794
0.416,16.8,0.802
0.227,18.3,0.829
0.052,18.5,0.841
0,18.7,0.844
0,18.9,0.849
0,17.8,0.845
0,16.7,0.835
0,15.6,0.833
0,12.8,0.83
0,10,0.805
0,7.2,0.749
0,6.8,0.67
0,6.5,0.61
0,6.1,0.601
0,5.4,0.639
0.024,4.6,0.686
0.134,3.9,0.732
0.275,4.5,0.823
0.361,5,0.865
0.465,5.6,0.889
0.574,9.3,0.905
0.665,13,0.896
0.622,16.7,0.858
0.53,18.4,0.811
0.402,20,0.795
0.227,21.7,0.827
0.063,22.1,0.875
0,22.4,0.891
0,22.8,0.889
0,20.8,0.885
0,18.7,0.881
0,16.7,0.884
0,15.4,0.886
0,14.1,0.885
0,12.8,0.88
0,11.1,0.875
0,9.5,0.865
0,7.8,0.848
0,6.9,0.832
0.024,5.9,0.814
0.127,5,0.774
0.229,5.2,0.765
0.334,5.4,0.77
0.447,5.6,0.772
0.503,9.7,0.74
0.535,13.7,0.682
0.551,17.8,0.645
0.512,19.8,0.658
0.415,21.9,0.697
0.246,23.9,0.714
0.071,24.8,0.676
0,25.8,0.644
0,26.7,0.583
0,24.1,0.499
0,21.5,0.413
0,18.9,0.367
0,16.5,0.328
0,14.1,0.265
0,11.7,0.202
0,10.8,0.146
0,9.8,0.089
0,8.9,0.032
0,7.8,0.003
0.026,6.7,0
0.162,5.6,0
0.329,6.3,0.001
0.444,7.1,0.01
0.527,7.8,0.021
0.506,11.3,0.029
0.507,14.8,0.044
0.463,18.3,0.063
0.384,20.5,0.09
0.273,22.8,0.119
0.148,25,0.122
0.048,25.7,0.093
0,26.5,0.062
0,27.2,0.044
0,24.2,0.038
0,21.3,0.038
0,18.3,0.035
0,15.9,0.032
0,13.5,0.027
0,11.1,0.018
0,11.8,0.013
0,12.6,0.011
0,13.3,0.011
0,12,0.007
0.032,10.7,0.002
0.195,9.4,0.001
0.39,10,0.007
0.551,10.5,0.019
0.66,11.1,0.025
0.712,12.8,0.027
0.704,14.4,0.027
0.629,16.1,0.029
0.502,16.1,0.029
0.332,16.1,0.035
0.155,16.1,0.058
0.039,15.9,0.117
0,15.8,0.214
0,15.6,0.272
0,14.8,0.283
0,14.1,0.276
0,13.3,0.286
0,12.8,0.304
0,12.2,0.313
0,11.7,0.332
0,12.4,0.345
0,13.2,0.349
0,13.9,0.337
0,13.9,0.335
0.035,13.9,0.337
0.203,13.9,0.392
0.389,14.1,0.479
0.527,14.2,0.481
0.655,14.4,0.483
0.708,15.2,0.525
0.707,15.9,0.569
0.592,16.7,0.599
0.496,16.9,0.596
0.38,17,0.59
0.221,17.2,0.601
0.056,17.6,0.635
0,17.9,0.648
0,18.3,0.655
0,17.4,0.642
0,16.5,0.599
0,15.6,0.56
0,14.7,0.532
0,13.7,0.509
0,12.8,0.473
0,11.5,0.425
0,10.2,0.401
0,8.9,0.388
0,9.3,0.383
0.026,9.6,0.388
0.175,10,0.42
0.339,10.2,0.503
0.48,10.4,0.501
0.619,10.6,0.448
0.703,11.9,0.388
0.714,13.1,0.347
0.65,14.4,0.296
0.498,16.8,0.251
0.353,19.3,0.228
0.203,21.7,0.228
0.064,22.4,0.278
0,23.2,0.337
0,23.9,0.341
0,21.5,0.337
0,19.1,0.336
0,16.7,0.323
0,16.3,0.293
0,16,0.241
0,15.6,0.187
0,15.2,0.141
0,14.8,0.1
0,14.4,0.068
0,14.4,0.054
0.023,14.4,0.054
0.178,14.4,0.054
0.388,14.2,0.055
0.55,14.1,0.052
0.658,13.9,0.053
0.715,14.5,0.057
0.722,15,0.058
0.68,15.6,0.045
0.581,15.8,0.028
0.414,15.9,0.021
0.191,16.1,0.034
0.049,15.7,0.062
0,15.4,0.1
0,15,0.12
0,14.6,0.127
0,14.3,0.125
0,13.9,0.133
0,13.5,0.133
0,13.2,0.118
0,12.8,0.105
0,12.1,0.101
0,11.3,0.097
0,10.6,0.079
0,11,0.055
0.02,11.3,0.044
0.155,11.7,0.048
0.299,11.1,0.058
0.352,10.6,0.087
0.407,10,0.132
0.538,11.3,0.178
0.661,12.6,0.207
0.606,13.9,0.218
0.402,14.6,0.22
0.209,15.4,0.224
0.088,16.1,0.224
0.022,16.7,0.226
0,17.2,0.223
0,17.8,0.209
0,16.7,0.205
0,15.5,0.22
0,14.4,0.233
0,13.1,0.249
0,11.9,0.259
0,10.6,0.234
0,10.8,0.214
0,10.9,0.214
0,11.1,0.225
0,10.7,0.237
0.025,10.4,0.229
0.174,10,0.279
0.353,9.8,0.36
0.542,9.6,0.386
0.649,9.4,0.399
0.705,11.1,0.407
0.716,12.7,0.41
0.68,14.4,0.413
0.593,16.1,0.414
0.454,17.7,0.416
0.267,19.4,0.419
0.07,20.3,0.421
0,21.3,0.395
0,22.2,0.35
0,20.7,0.324
0,19.3,0.314
0,17.8,0.308
0,16.5,0.333
0,15.2,0.376
0,13.9,0.4
0,14.3,0.413
0,14.6,0.391
0,15,0.352
0,14.8,0.302
0.025,14.6,0.248
0.171,14.4,0.29
0.376,13.9,0.341
0.532,13.3,0.344
0.642,12.8,0.359
0.723,13.5,0.402
0.735,14.3,0.45
0.69,15,0.485
0.598,15.4,0.502
0.458,15.7,0.503
0.275,16.1,0.501
0.079,16.5,0.501
0,16.8,0.471
0,17.2,0.439
0,16.1,0.432
0,15,0.431
0,13.9,0.447
0,12.6,0.467
0,11.3,0.488
0,10,0.538
0,10.2,0.515
0,10.4,0.467
0,10.6,0.42
0,9.7,0.398
0.029,8.7,0.374
0.199,7.8,0.429
0.399,8.3,0.472
0.556,8.9,0.464
0.665,9.4,0.455
0.728,11.3,0.441
0.735,13.1,0.42
0.692,15,0.394
0.602,16.5,0.379
0.462,17.9,0.379
0.276,19.4,0.391
0.079,19.6,0.414
0,19.8,0.432
0,20,0.42
0,18.9,0.42
0,17.8,0.427
0,16.7,0.432
0,15.9,0.428
0,15.2,0.413
0,14.4,0.385
0,14,0.356
0,13.7,0.333
0,13.3,0.342
0,13.5,0.332
0.031,13.7,0.307
0.207,13.9,0.308
0.417,13.5,0.313
0.573,13.2,0.31
0.67,12.8,0.312
0.726,14.6,0.318
0.734,16.5,0.323
0.697,18.3,0.325
0.607,20,0.325
0.466,21.6,0.313
0.277,23.3,0.296
0.073,24.1,0.28
0,24.8,0.266
0,25.6,0.241
0,23.9,0.23
0,22.3,0.229
0,20.6,0.229
0,18.7,0.226
0,16.9,0.22
0,15,0.223
0,14.1,0.243
0,13.1,0.263
0,12.2,0.278
0,11.8,0.286
0.031,11.5,0.271
0.206,11.1,0.273
0.421,11.1,0.249
0.579,11.1,0.218
0.684,11.1,0.181
0.738,14.1,0.146
0.744,17,0.119
0.695,20,0.108
0.604,22.2,0.108
0.461,24.5,0.11
0.27,26.7,0.119
0.071,27.1,0.149
0,27.4,0.207
0,27.8,0.22
0,25.4,0.212
0,23,0.214
0,20.6,0.233
0,18.7,0.255
0,16.9,0.27
0,15,0.28
0,15.2,0.289
0,15.4,0.3
0,15.6,0.302
0,15.4,0.287
0.033,15.2,0.26
0.22,15,0.272
0.422,14.8,0.296
0.58,14.6,0.304
0.676,14.4,0.296
0.732,15.2,0.279
0.739,15.9,0.258
0.698,16.7,0.238
0.608,16.9,0.233
0.468,17,0.262
0.28,17.2,0.327
0.078,17.2,0.42
0,17.2,0.489
0,17.2,0.482
0,16.8,0.457
0,16.5,0.431
0,16.1,0.401
0,15.7,0.395
0,15.4,0.393
0,15,0.4
0,15.2,0.41
0,15.4,0.414
0,15.6,0.401
0,15.6,0.41
0.032,15.6,0.359
0.22,15.6,0.355
0.424,15.2,0.328
0.582,14.8,0.297
0.687,14.4,0.289
0.742,14.6,0.292
0.749,14.8,0.296
0.699,15,0.306
0.607,15.7,0.32
0.464,16.5,0.334
0.276,17.2,0.349
0.076,17,0.363
0,16.9,0.355
0,16.7,0.323
0,16.1,0.307
0,15.6,0.298
0,15,0.313
0,15,0.334
0,15,0.342
0,15,0.337
0,14.8,0.342
0,14.6,0.361
0,14.4,0.386
0,14.4,0.413
0.028,14.4,0.414
0.203,14.4,0.487
0.398,14.2,0.523
0.554,14.1,0.488
0.659,13.9,0.454
0.716,14.6,0.433
0.723,15.4,0.386
0.68,16.1,0.324
0.587,16.5,0.271
0.442,16.8,0.248
0.252,17.2,0.252
0.063,17.6,0.337
0,17.9,0.476
0,18.3,0.539
0,17.6,0.566
0,16.8,0.558
0,16.1,0.51
0,15.2,0.419
0,14.2,0.335
0,13.3,0.291
0,12.6,0.287
0,11.8,0.303
0,11.1,0.332
0,12,0.376
0.02,13,0.403
0.154,13.9,0.472
0.32,13.5,0.486
0.456,13.2,0.4
0.494,12.8,0.259
0.53,14.1,0.159
0.547,15.4,0.133
0.537,16.7,0.154
0.474,18,0.182
0.367,19.3,0.202
0.22,20.6,0.234
0.057,21,0.281
0,21.3,0.313
0,21.7,0.325
0,20.2,0.327
0,18.7,0.318
0,17.2,0.32
0,15.5,0.323
0,13.9,0.299
0,12.2,0.238
0,11.5,0.188
0,10.7,0.154
0,10,0.137
0,9.6,0.132
0.018,9.3,0.125
0.15,8.9,0.163
0.339,9.8,0.222
0.502,10.8,0.265
0.631,11.7,0.298
0.711,12.1,0.315
0.721,12.4,0.325
0.655,12.8,0.312
0.542,14.1,0.284
0.394,15.4,0.259
0.214,16.7,0.249
0.051,19.3,0.249
0,21.8,0.249
0,24.4,0.249
0,21.8,0.249
0,19.3,0.252
0,16.7,0.256
0,15.6,0.256
0,14.4,0.245
0,13.3,0.217
0,13.7,0.179
0,14,0.133
0,14.4,0.106
0,14.4,0.106
0.018,14.4,0.102
0.16,14.4,0.112
0.372,14.2,0.125
0.541,14.1,0.124
0.644,13.9,0.123
0.706,14.1,0.115
0.736,14.2,0.101
0.682,14.4,0.094
0.594,15.2,0.1
0.454,15.9,0.109
0.27,16.7,0.124
0.073,18.5,0.144
0,20.4,0.166
0,22.2,0.167
0,20.4,0.159
0,18.5,0.147
0,16.7,0.139
0,15.8,0.133
