sol_irr,T_amb,wind_pow
0.295,16.7,0.154
0.23,19.3,0.182
0.182,21.8,0.219
0.179,24.4,0.212
0.196,21.8,0.192
0.12,19.3,0.18
0.012,16.7,0.207
0,15.6,0.251
0,14.4,0.261
0,13.3,0.236
0,13.7,0.203
0,14,0.18
0,14.4,0.17
0,14.4,0.163
0,14.4,0.16
0,14.4,0.173
0,14.2,0.205
0,14.1,0.245
0,13.9,0.285
0.06,14.1,0.3
0.234,14.2,0.35
0.411,14.4,0.292
0.548,15.2,0.204
0.629,15.9,0.111
0.668,16.7,0.083
0.636,18.5,0.078
0.553,20.4,0.097
0.432,22.2,0.135
0.292,20.4,0.184
0.131,18.5,0.269
0.011,16.7,0.406
0,15.8,0.503
0,14.8,0.528
0,13.9,0.517
0,14.1,0.489
0,14.2,0.463
0,14.4,0.432
0,13.3,0.42
0,12.2,0.422
0,11.1,0.432
0,11.1,0.445
0,11.1,0.454
0,11.1,0.437
0.045,13.1,0.403
0.2,15.2,0.55
0.427,17.2,0.563
0.602,19.1,0.52
0.704,20.9,0.48
0.743,22.8,0.471
0.731,22.6,0.494
0.668,22.4,0.51
0.552,22.2,0.513
0.384,20.7,0.499
0.179,19.3,0.483
0.015,17.8,0.454
0,16.9,0.388
0,15.9,0.349
0,15,0.338
0,14.6,0.353
0,14.3,0.379
0,13.9,0.402
0,13.7,0.427
0,13.5,0.451
0,13.3,0.466
0,12.6,0.47
0,11.8,0.466
0,11.1,0.454
0.058,13.3,0.406
0.243,15.6,0.551
0.454,17.8,0.552
0.607,19.1,0.509
0.686,20.4,0.493
0.69,21.7,0.507
0.642,21.9,0.547
0.569,22,0.594
0.471,22.2,0.625
0.349,21.3,0.637
0.195,20.3,0.627
0.018,19.4,0.579
0,17.7,0.456
0,16.1,0.407
0,14.4,0.407
0,13.3,0.411
0,12.2,0.41
0,11.1,0.454
0,11.1,0.459
0,11.1,0.489
0,11.1,0.546
0,11.7,0.568
0,12.2,0.572
0,12.8,0.59
0.067,13.3,0.562
0.271,13.9,0.672
0.509,14.4,0.688
0.661,15.9,0.684
0.752,17.4,0.697
0.791,18.9,0.724
0.78,19.3,0.755
0.72,19.6,0.784
0.609,20,0.804
0.435,18.1,0.812
0.21,16.3,0.804
0.016,14.4,0.764
0,13.7,0.69
0,12.9,0.696
0,12.2,0.712
0,12.4,0.723
0,12.6,0.731
0,12.8,0.752
0,12.2,0.769
0,11.7,0.789
0,11.1,0.8
0,10,0.808
0,8.9,0.814
0,7.8,0.791
0.06,9.5,0.733
0.255,11.1,0.816
0.503,12.8,0.884
0.648,14.1,0.887
0.738,15.4,0.865
0.785,16.7,0.857
0.776,17.6,0.88
0.712,18.5,0.896
0.6,19.4,0.899
0.439,17.7,0.898
0.223,16.1,0.895
0.017,14.4,0.852
0,13.5,0.805
0,12.6,0.819
0,11.8,0.823
0,10.9,0.838
0,10.1,0.829
0,9.2,0.815
0,8.4,0.78
0,7.5,0.731
0,6.7,0.663
0,6.7,0.626
0,7.2,0.631
0,7.2,0.618
0.071,7.8,0.495
0.293,8.9,0.507
0.485,10,0.492
0.583,12.8,0.432
0.659,14.4,0.379
0.703,14.4,0.339
0.716,15,0.323
0.66,15.6,0.344
0.557,15,0.374
0.383,15,0.423
0.174,12.8,0.54
0.012,10.6,0.587
0,7.8,0.514
0,7.2,0.439
0,5.6,0.43
0,5,0.456
0,5.6,0.487
0,5.6,0.481
0,3.9,0.408
0,5,0.3
0,5,0.2
0,5.6,0.128
0,5.6,0.084
0,6.1,0.059
0.063,7.2,0.05
0.276,8.9,0.042
0.478,8.9,0.051
0.624,11.1,0.061
0.709,13.3,0.055
0.724,14.4,0.031
0.711,15,0.012
0.645,14.4,0.003
0.486,14.4,0.003
0.312,13.3,0.026
0.124,12.8,0.192
0.007,12.2,0.418
0,11.1,0.444
0,10,0.412
0,10.6,0.389
0,10,0.381
0,9.4,0.371
0,9.4,0.346
0,8.3,0.305
0,6.7,0.253
0,7.2,0.201
0,7.2,0.157
0,7.2,0.126
0,7.8,0.102
0.051,8.3,0.084
0.247,9.4,0.057
0.45,10,0.037
0.595,11.7,0.012
0.68,15,0.005
0.675,18.3,0.014
0.661,18.9,0.018
0.582,19.4,0.03
0.424,18.3,0.059
0.283,17.8,0.103
0.121,15,0.227
0.007,10.6,0.35
0,10,0.362
0,10,0.332
0,10,0.321
0,10.6,0.332
0,8.9,0.358
0,7.8,0.386
0,6.7,0.403
0,6.7,0.41
0,6.7,0.408
0,7.8,0.41
0,8.3,0.422
0,8.9,0.436
0.038,8.9,0.422
0.206,10,0.348
0.417,11.1,0.37
0.577,15,0.545
0.673,17.8,0.597
0.747,18.9,0.64
0.736,20,0.629
0.676,20,0.647
0.562,20,0.678
0.395,19.4,0.7
0.183,16.7,0.676
0.01,15,0.599
0,14.4,0.576
0,13.9,0.557
0,13.3,0.556
0,12.8,0.559
0,12.2,0.559
0,11.7,0.552
0,11.7,0.546
0,11.7,0.54
0,11.7,0.532
0,11.7,0.521
0,11.7,0.505
0,12.2,0.489
0.037,12.2,0.445
0.178,12.2,0.483
0.372,12.2,0.554
0.562,12.8,0.568
0.717,13.3,0.587
0.737,14.4,0.596
0.72,17.2,0.606
0.659,18.3,0.615
0.54,18.9,0.609
0.383,17.8,0.597
0.175,15.6,0.576
0.01,14.4,0.498
0,13.3,0.426
0,12.8,0.407
0,12.2,0.446
0,11.1,0.502
0,10.6,0.546
0,11.1,0.574
0,11.7,0.601
0,11.7,0.618
0,11.7,0.613
0,11.7,0.608
0,11.7,0.608
0,12.2,0.59
0.059,12.8,0.522
0.225,13.3,0.523
0.399,13.3,0.582
0.524,13.9,0.587
0.6,13.9,0.597
0.608,14.4,0.593
0.58,16.1,0.589
0.529,17.2,0.578
0.352,17.2,0.544
0.157,16.7,0.498
0.071,14.4,0.466
0.008,12.2,0.411
0,10.6,0.367
0,10,0.364
0,10,0.398
0,8.3,0.444
0,9.4,0.472
0,10,0.501
0,10.6,0.513
0,10.6,0.535
0,10.6,0.524
0,10,0.501
0,10.6,0.48
0,10.6,0.449
0.044,10.6,0.391
0.23,11.1,0.341
0.436,11.1,0.288
0.606,12.2,0.227
0.708,13.3,0.214
0.739,15,0.223
0.726,17.2,0.223
0.662,18.9,0.22
0.525,18.3,0.248
0.349,17.2,0.303
0.142,14.4,0.362
0.006,12.8,0.394
0,12.2,0.402
0,11.1,0.425
0,10,0.425
0,8.9,0.368
0,7.8,0.347
0,7.8,0.352
0,7.2,0.349
0,8.3,0.344
0,8.9,0.333
0,9.4,0.294
0,10,0.255
0,10,0.254
0.03,10,0.272
0.15,10.6,0.27
0.287,11.7,0.278
0.267,12.2,0.265
0.239,13.3,0.235
0.228,13.9,0.196
0.262,15,0.178
0.212,15,0.194
0.12,14.4,0.211
0.079,13.9,0.228
0.043,13.9,0.272
0.002,13.3,0.28
0,13.3,0.222
0,13.3,0.12
0,12.8,0.063
0,12.2,0.055
0,12.2,0.084
0,12.2,0.13
0,12.2,0.158
0,12.8,0.173
0,12.2,0.152
0,12.2,0.103
0,12.2,0.065
0,11.7,0.047
0.038,12.8,0.038
0.218,13.3,0.026
0.425,13.9,0.02
0.577,14.4,0.029
0.671,15,0.058
0.707,17.2,0.094
0.69,17.8,0.126
0.615,17.2,0.17
0.51,16.7,0.212
0.35,15.6,0.231
0.149,13.9,0.261
0.006,12.2,0.312
0,11.7,0.325
0,8.9,0.312
0,8.3,0.311
0,9.4,0.32
0,6.7,0.327
0,4.4,0.332
0,7.2,0.348
0,8.9,0.362
0,9.4,0.359
0,9.4,0.349
0,9.4,0.356
0,8.9,0.384
0.039,10.6,0.395
0.219,11.7,0.412
0.425,13.3,0.407
0.593,15.6,0.37
0.698,16.7,0.334
0.753,18.3,0.304
0.741,18.9,0.269
0.678,18.9,0.25
0.562,18.9,0.261
0.387,17.2,0.295
0.169,14.4,0.358
0.006,8.9,0.42
0,8.9,0.432
0,6.7,0.402
0,5.6,0.379
0,5,0.372
0,4.4,0.369
0,1.7,0.379
0,3.3,0.39
0,2.2,0.413
0,1.7,0.398
0,1.1,0.364
0,1.1,0.334
0,1.1,0.295
0.045,5,0.245
0.237,9.4,0.237
0.427,13.3,0.256
0.642,17.2,0.277
0.736,19.4,0.31
0.779,20.6,0.345
0.762,21.1,0.388
0.701,21.1,0.432
0.594,20.6,0.467
0.431,19.4,0.484
0.217,15,0.494
0.009,11.1,0.466
0,8.9,0.383
0,8.3,0.341
0,6.7,0.321
0,5,0.343
0,2.2,0.334
0,3.3,0.326
0,2.8,0.332
0,1.7,0.375
0,1.1,0.394
0,1.1,0.405
0,0.6,0.414
0,0,0.416
0.069,2.8,0.386
0.298,8.3,0.457
0.5,12.8,0.528
0.645,15,0.552
0.738,17.2,0.58
0.785,18.3,0.613
0.781,19.4,0.63
0.722,20,0.641
0.606,19.4,0.644
0.437,18.3,0.639
0.218,12.8,0.63
0.008,8.9,0.558
0,6.7,0.432
0,6.1,0.41
0,4.4,0.376
0,3.9,0.348
0,2.2,0.355
0,2.8,0.387
0,1.1,0.454
0,1.1,0.498
0,0.6,0.544
0,0,0.594
0,-0.6,0.609
0,-1.7,0.617
0.032,2.2,0.618
0.171,7.8,0.716
0.398,11.1,0.803
0.59,14.4,0.795
0.676,16.7,0.772
0.731,18.9,0.75
0.745,20.6,0.73
0.696,19.4,0.705
0.584,18.9,0.674
0.411,17.2,0.64
0.192,14.4,0.604
0.006,10,0.507
0,8.9,0.411
0,6.7,0.447
0,6.7,0.494
0,4.4,0.525
0,3.9,0.481
0,6.1,0.421
0,6.1,0.358
0,6.1,0.278
0,5.6,0.194
0,5.6,0.141
0,5.6,0.104
0,5.6,0.076
0.059,5.6,0.054
0.285,6.1,0.026
0.508,6.7,0.011
0.657,7.8,0.006
0.741,8.9,0.021
0.774,11.7,0.016
0.763,13.3,0.007
0.704,15,0.001
0.588,16.1,0.001
0.422,13.9,0.002
0.206,10.6,0.043
0.006,8.3,0.206
0,6.7,0.317
0,5.6,0.302
0,4.4,0.239
0,3.9,0.173
0,3.3,0.111
0,3.3,0.059
0,3.3,0.03
0,3.3,0.013
0,3.9,0.008
0,4.4,0.008
0,4.4,0.013
0,3.9,0.021
0.039,4.4,0.034
0.235,5,0.04
0.443,6.1,0.038
0.592,7.2,0.046
0.676,8.9,0.086
0.707,11.7,0.151
0.687,16.1,0.224
0.617,16.7,0.281
0.505,16.7,0.296
0.273,15.6,0.228
0.056,10,0.146
0,8.3,0.113
0,6.7,0.107
0,5,0.093
0,4.4,0.068
0,2.8,0.054
0,3.3,0.064
0,2.8,0.181
0,4.4,0.462
0,5,0.252
0,5.6,0.216
0,6.1,0.273
0,6.1,0.259
0,6.7,0.311
0.018,7.2,0.328
0.152,7.8,0.291
0.347,8.3,0.276
0.519,8.9,0.287
0.661,9.4,0.309
0.707,10,0.336
0.695,10.6,0.371
0.636,10.6,0.413
0.561,11.1,0.438
0.389,11.1,0.422
0.17,9.4,0.379
0.003,9.4,0.38
0,8.9,0.324
0,7.2,0.207
0,8.3,0.132
0,6.7,0.089
0,6.7,0.06
0,7.2,0.04
0,8.3,0.025
0,8.3,0.016
0,8.3,0.009
0,8.3,0.005
0,7.8,0.002
0,7.8,0.002
0.044,8.3,0.002
0.262,9.4,0.003
0.473,10,0.003
0.617,11.1,0.001
0.703,12.2,0.001
0.701,13.3,0.001
0.603,13.3,0.002
0.532,12.8,0.002
0.456,12.2,0.003
0.291,12.2,0.033
0.103,11.7,0.157
0.002,10.6,0.27
0,8.3,0.275
0,7.8,0.27
0,8.3,0.265
0,8.3,0.266
0,7.8,0.268
0,7.8,0.254
0,8.3,0.235
0,8.9,0.219
0,8.9,0.186
0,8.9,0.147
0,8.9,0.133
0,8.9,0.155
0.017,9.4,0.195
0.104,10,0.192
0.21,10,0.177
0.312,11.1,0.165
0.409,11.7,0.133
0.492,12.8,0.1
0.525,12.8,0.057
0.494,13.3,0.055
0.451,12.8,0.117
0.305,11.1,0.294
0.121,9.4,0.429
0.002,7.2,0.425
0,5.6,0.374
0,4.4,0.325
0,3.9,0.279
0,3.9,0.233
0,3.3,0.195
0,4.4,0.169
0,5.6,0.16
0,6.1,0.152
0,6.1,0.133
0,6.1,0.117
0,6.1,0.122
0,6.7,0.141
0.033,6.7,0.157
0.231,7.8,0.132
0.447,7.8,0.094
0.602,8.9,0.102
0.69,9.4,0.132
0.72,10.6,0.112
0.704,11.7,0.08
0.637,12.8,0.079
0.51,12.8,0.103
0.333,11.1,0.19
0.126,9.4,0.433
0.001,7.2,0.566
0,4.4,0.547
0,3.9,0.516
0,3.3,0.503
0,3.9,0.481
0,4.4,0.446
0,5,0.401
0,5,0.352
0,4.4,0.302
0,5,0.246
0,5,0.2
0,4.4,0.177
0,4.4,0.167
0.029,4.4,0.155
0.215,5,0.108
0.433,6.1,0.072
0.593,8.9,0.052
0.689,12.2,0.041
0.726,16.1,0.025
0.711,18.3,0.004
0.645,18.9,0.003
0.537,18.9,0.003
0.364,16.1,0.095
0.15,11.7,0.294
0.002,10.6,0.432
0,7.8,0.414
0,8.3,0.37
0,7.8,0.347
0,7.2,0.347
0,8.9,0.333
0,8.9,0.32
0,8.9,0.313
0,9.4,0.311
0,9.4,0.309
0,9.4,0.302
0,8.9,0.289
0,8.3,0.264
0.023,8.3,0.234
0.185,8.9,0.167
0.389,9.4,0.11
0.546,9.4,0.076
0.64,9.4,0.066
0.672,10,0.05
0.652,10.6,0.019
0.581,12.8,0.004
0.49,13.9,0.003
0.311,12.8,0.112
0.109,9.4,0.394
0.001,7.2,0.488
0,6.1,0.42
0,4.4,0.333
0,5,0.28
0,5.6,0.25
0,6.7,0.196
0,6.1,0.154
0,6.7,0.153
0,6.7,0.207
0,6.1,0.274
0,6.1,0.328
0,6.1,0.388
0,5.6,0.473
0.02,5.6,0.557
0.166,5.6,0.533
0.366,6.7,0.42
0.523,7.2,0.369
0.622,8.3,0.438
0.666,9.4,0.394
0.656,11.7,0.277
0.59,12.2,0.179
0.513,13.3,0.111
0.339,12.2,0.057
0.13,8.9,0.109
0.001,7.2,0.163
0,5,0.16
0,5,0.144
0,3.3,0.129
0,3.3,0.118
0,3.3,0.111
0,3.3,0.109
0,3.3,0.105
0,3.9,0.1
0,3.3,0.09
0,2.8,0.075
0,2.8,0.068
0,2.8,0.079
0.023,3.3,0.105
0.185,4.4,0.113
0.401,5.6,0.079
0.57,7.8,0.087
0.665,12.2,0.129
0.698,17.8,0.155
0.681,20.6,0.138
0.613,18.9,0.106
0.539,16.7,0.074
0.364,15,0.052
0.144,12.8,0.185
0.001,11.1,0.345
0,10.6,0.366
0,11.1,0.345
0,10,0.335
0,10,0.315
0,9.4,0.275
0,7.2,0.227
0,7.2,0.188
0,7.8,0.177
0,8.3,0.2
0,9.4,0.251
0,9.4,0.326
0,9.4,0.405
0.024,10,0.454
0.19,11.7,0.4
0.397,13.9,0.264
0.553,15,0.201
0.638,18.9,0.198
0.66,19.4,0.193
0.656,18.9,0.154
0.606,18.3,0.091
0.54,17.8,0.068
0.372,16.7,0.094
0.154,14.4,0.272
0.001,13.9,0.382
0,13.9,0.331
0,12.8,0.257
0,13.3,0.202
0,13.3,0.162
0,13.3,0.137
0,12.8,0.119
0,12.8,0.101
0,13.3,0.083
0,12.8,0.077
0,12.8,0.08
0,13.3,0.085
0,13.3,0.095
0.024,13.3,0.119
0.195,14.4,0.13
0.415,15,0.106
0.549,15.6,0.088
0.643,16.1,0.082
0.705,16.1,0.105
0.694,16.7,0.119
0.628,16.7,0.107
0.499,16.7,0.102
0.325,15.6,0.122
0.118,15.6,0.27
0,15.6,0.338
0,15,0.242
0,15,0.131
0,15,0.074
0,14.4,0.051
0,15,0.036
0,15,0.021
0,15.6,0.02
0,15.6,0.035
0,15.6,0.063
0,15,0.103
0,15,0.147
0,15.6,0.187
0.02,16.1,0.212
0.179,16.1,0.175
0.376,16.1,0.108
0.545,16.1,0.084
0.657,16.1,0.098
0.713,16.1,0.127
0.699,15.6,0.114
0.635,15.6,0.093
0.53,14.4,0.084
0.356,14.4,0.106
0.139,13.9,0.249
0,13.3,0.372
0,13.3,0.293
0,12.2,0.188
0,11.7,0.146
0,11.7,0.147
0,11.7,0.15
0,12.2,0.144
0,12.2,0.138
0,11.7,0.148
0,11.1,0.178
0,11.7,0.219
0,10.6,0.261
0,11.7,0.297
0.024,12.8,0.329
0.217,13.3,0.297
0.44,13.9,0.191
0.598,15,0.143
0.688,14.4,0.149
0.724,15,0.131
0.712,15.6,0.078
0.652,16.1,0.036
0.556,15,0.015
0.387,12.8,0.013
0.167,11.7,0.045
0,11.1,0.112
0,10.6,0.19
0,7.8,0.27
0,7.2,0.339
0,7.2,0.388
0,6.7,0.436
0,7.8,0.47
0,7.8,0.488
0,8.3,0.491
0,8.3,0.501
0,6.7,0.518
0,5.6,0.498
0,5.6,0.514
0.039,7.2,0.62
0.269,8.3,0.6
0.486,9.4,0.428
0.629,11.7,0.337
0.704,12.8,0.261
0.745,14.4,0.164
0.734,14.4,0.108
0.676,13.9,0.072
0.542,13.9,0.046
0.352,12.8,0.022
0.126,11.1,0.02
0,9.4,0.077
0,7.8,0.15
0,6.7,0.201
0,5.6,0.245
0,5,0.27
0,4.4,0.296
0,5,0.332
0,4.4,0.404
0,5,0.498
0,5,0.594
0,6.1,0.683
0,6.7,0.728
0,6.7,0.747
0.006,6.7,0.762
0.063,7.8,0.739
0.157,8.9,0.679
0.325,9.4,0.645
0.498,10,0.666
0.537,10,0.644
0.479,10.6,0.523
0.29,11.7,0.377
0.16,13.3,0.265
0.08,12.8,0.187
0.024,11.1,0.134
0,11.7,0.096
0,12.2,0.068
0,11.7,0.05
0,11.1,0.041
0,10.6,0.045
0,10.6,0.074
0,10.6,0.128
0,10.6,0.192
0,10.6,0.26
0,10.6,0.319
0,10.6,0.362
0,10.6,0.401
0,10.6,0.455
0.017,10.6,0.512
0.183,10.6,0.498
0.406,11.1,0.38
0.569,11.1,0.31
0.661,11.1,0.335
0.7,11.7,0.254
0.687,11.7,0.144
0.622,11.1,0.066
0.54,10.6,0.023
0.365,10.6,0.006
0.136,10.6,0.02
0,10.6,0.076
0,10.6,0.136
0,11.1,0.157
0,11.1,0.135
0,11.1,0.114
0,11.1,0.12
0,11.1,0.131
0,11.1,0.124
0,11.1,0.107
0,11.1,0.089
0,11.1,0.081
0,10.6,0.08
0,10.6,0.09
0.024,10.6,0.109
0.229,10.6,0.115
0.456,11.1,0.082
0.614,11.7,0.053
0.702,12.2,0.034
0.735,12.2,0.019
0.724,12.8,0.005
0.664,12.8,0.002
0.575,12.8,0.003
0.405,12.2,0.056
0.184,9.4,0.199
0,7.8,0.329
0,6.7,0.336
0,5.6,0.312
0,5,0.296
0,4.3,0.265
0,3.7,0.217
0,3,0.178
0,2.4,0.161
0,1.7,0.158
0,1.1,0.157
0,2.2,0.153
0,3.9,0.147
0,3.9,0.154
0.026,4.4,0.162
0.226,5,0.14
0.438,6.1,0.07
0.542,8.3,0.038
0.654,9.4,0.031
0.734,11.1,0.02
0.72,12.2,0.007
0.662,12.8,0.018
0.545,11.7,0.087
0.376,10,0.185
0.152,7.8,0.37
0,6.1,0.466
0,3.3,0.4
0,2.2,0.308
0,1.7,0.254
0,0.6,0.223
0,-1.7,0.201
0,-0.6,0.18
0,-1.7,0.16
0,-2.2,0.142
0,-2.2,0.138
0,-2.8,0.145
0,-3.3,0.146
0,-2.8,0.136
0.021,-0.6,0.122
0.213,1.7,0.101
0.404,3.9,0.064
0.596,8.3,0.038
0.7,9.4,0.024
0.731,10.6,0.024
0.718,10.6,0.025
0.658,11.1,0.038
0.567,10.6,0.083
0.381,9.4,0.161
0.147,8.3,0.324
0.009,7.8,0.415
0,7.8,0.379
0,7.8,0.329
0,7.8,0.311
0,7.2,0.309
0,8.3,0.306
0,9.4,0.308
0,9.4,0.306
0,10,0.296
0,10,0.279
0,10,0.261
0,9.4,0.249
0,10,0.245
0.016,9.4,0.238
0.184,10,0.189
0.416,10.6,0.167
0.586,11.7,0.146
0.685,11.1,0.106
0.73,11.1,0.076
0.721,11.7,0.037
0.665,11.7,0.055
0.542,11.1,0.112
0.312,11.7,0.207
0.096,11.1,0.358
0,10,0.459
0,10,0.442
0,10.6,0.422
0,10,0.413
0,10.6,0.39
0,10.6,0.386
0,10.6,0.388
0,11.7,0.391
0,10.6,0.388
0,10.6,0.378
0,10,0.36
0,10,0.334
0,10,0.304
0.022,10,0.274
0.232,10.6,0.22
0.462,12.2,0.21
0.623,12.2,0.177
0.719,12.8,0.14
0.759,13.3,0.096
0.747,12.2,0.093
0.686,11.7,0.135
0.555,11.1,0.214
0.38,10,0.291
0.156,8.9,0.379
0,9.4,0.422
0,9.4,0.388
0,9.4,0.35
0,8.9,0.328
0,8.9,0.319
0,8.9,0.311
0,8.9,0.297
0,8.9,0.281
0,8.3,0.265
0,8.3,0.245
0,7.8,0.223
0,7.2,0.207
0,8.3,0.195
0.024,8.3,0.18
0.245,8.9,0.155
0.472,10.6,0.165
0.631,11.7,0.138
0.727,12.8,0.106
0.766,12.8,0.068
0.753,12.8,0.041
0.691,12.2,0.021
0.589,11.7,0.038
0.418,11.1,0.09
0.196,10,0.197
0,10,0.344
0,9.4,0.366
0,9.4,0.348
0,9.4,0.337
0,9.4,0.327
0,8.9,0.307
0,8.9,0.283
0,8.9,0.264
0,8.9,0.249
0,8.3,0.249
0,8.3,0.256
0,8.3,0.261
0,8.3,0.259
0.024,8.3,0.249
0.249,8.3,0.201
0.478,8.9,0.179
0.637,8.9,0.132
0.73,8.9,0.076
0.763,9.4,0.035
0.749,10,0.003
0.686,10.6,0.001
0.563,10.6,0.002
0.386,10.6,0.102
0.157,10,0.318
0,10,0.501
0,9.4,0.479
0,9.4,0.426
0,9.4,0.398
0,8.9,0.369
0,8.9,0.334
0,8.3,0.295
0,7.2,0.267
0,7.2,0.253
0,6.7,0.246
0,6.7,0.238
0,6.1,0.231
0,6.1,0.22
0.018,6.7,0.201
0.219,7.2,0.153
0.452,8.9,0.101
0.618,9.4,0.072
0.713,11.1,0.044
0.759,12.8,0.019
0.743,8.3,0.003
0.684,11.1,0.002
0.58,10.6,0.005
0.407,9.4,0.062
0.19,9.4,0.204
0,8.9,0.379
0,8.3,0.379
0,8.3,0.343
0,7.8,0.336
0,7.8,0.336
0,7.8,0.321
0,8.3,0.294
0,8.3,0.265
0,8.3,0.24
0,8.9,0.22
0,8.9,0.213
0,8.9,0.214
0,8.9,0.22
0.017,8.3,0.223
0.224,8.9,0.184
0.457,8.9,0.14
0.618,8.9,0.117
0.711,9.4,0.07
0.754,9.4,0.034
0.738,9.4,0.002
0.676,10,0.002
0.563,10,0.029
0.39,10.6,0.131
0.174,10.6,0.29
0,10.6,0.434
0,10.6,0.424
0,10.6,0.37
0,11.1,0.341
0,11.1,0.319
0,11.7,0.3
0,11.7,0.281
0,12.2,0.267
0,12.2,0.27
0,12.2,0.279
0,12.2,0.284
0,12.2,0.283
0,12.2,0.284
0.016,12.8,0.289
0.223,13.3,0.245
0.444,13.3,0.252
0.57,13.3,0.234
0.648,13.9,0.199
0.692,15,0.157
0.706,15.6,0.133
0.662,15,0.157
0.552,14.4,0.233
0.372,12.8,0.343
0.148,13.3,0.468
0,12.2,0.51
0,12.8,0.485
0,12.8,0.457
0,12.8,0.446
0,12.8,0.452
0,13.3,0.458
0,12.8,0.457
0,12.2,0.449
0,12.2,0.444
0,12.2,0.436
0,12.2,0.414
0,11.7,0.388
0,11.7,0.358
0.018,11.7,0.319
0.238,12.2,0.242
0.473,12.8,0.259
0.634,12.8,0.233
0.73,12.8,0.191
0.767,12.8,0.137
0.756,13.3,0.1
0.695,13.3,0.102
0.583,12.8,0.131
0.411,11.7,0.175
0.189,11.7,0.255
0,11.1,0.372
0,11.1,0.391
0,10.6,0.368
0,10,0.349
0,10,0.334
0,8.9,0.317
0,8.3,0.3
0,8.3,0.284
0,8.3,0.273
0,8.3,0.254
0,8.3,0.228
0,8.3,0.203
0,8.3,0.189
0.016,8.3,0.183
0.226,8.9,0.155
0.469,8.3,0.131
0.636,8.3,0.127
0.726,8.3,0.102
0.753,8.3,0.048
0.736,7.8,0.013
0.67,7.8,0.015
0.54,7.8,0.006
0.34,7.2,0.016
0.084,6.7,0.171
0,6.7,0.315
0,6.1,0.314
0,6.1,0.265
0,6.1,0.238
0,6.1,0.228
0,5.6,0.209
0,5.6,0.202
0,5.6,0.218
0,5.6,0.233
0,5,0.26
0,4.4,0.334
0,3.9,0.447
0,3.9,0.561
0.008,3.9,0.656
0.175,5,0.647
0.408,6.7,0.499
0.573,7.2,0.518
0.668,7.2,0.605
0.731,7.2,0.608
0.718,7.2,0.509
0.654,7.2,0.363
0.56,6.7,0.217
0.386,5,0.105
0.162,5,0.035
0,4.4,0.007
0,4.4,0.021
0,4.4,0.088
0,4.4,0.259
0,4.4,0.516
0,3.9,0.704
0,3.9,0.786
0,3.9,0.819
0,4.4,0.84
0,5,0.846
0,5.6,0.844
0,5.6,0.838
0,5.6,0.829
0.007,5.6,0.811
0.144,6.1,0.754
0.384,5.6,0.603
0.572,6.1,0.578
0.663,6.7,0.61
0.717,7.2,0.442
0.712,7.2,0.303
0.65,8.3,0.202
0.533,7.2,0.15
0.355,6.7,0.125
0.132,6.1,0.11
0,6.1,0.122
0,5.6,0.161
0,5.6,0.22
0,5.6,0.295
0,7.8,0.365
0,4.4,0.397
0,5,0.41
0,3.9,0.422
0,6.7,0.447
0,6.1,0.493
0,4.4,0.554
0,4.4,0.609
0,3.9,0.646
0.011,2.2,0.661
0.209,6.1,0.568
0.446,7.8,0.354
0.609,7.2,0.382
0.704,7.8,0.484
0.761,7.2,0.403
0.749,8.9,0.323
0.685,9.4,0.248
0.58,7.8,0.198
0.406,6.1,0.168
0.175,5.6,0.163
0,4.4,0.234
0,4.4,0.345
0,4.4,0.465
0,3.3,0.592
0,2.8,0.698
0,2.2,0.753
0,3.3,0.756
0,3.9,0.729
0,3.9,0.692
0,3.9,0.656
0,2.8,0.635
0,2.2,0.637
0,1.1,0.654
0.007,0.6,0.668
0.176,2.8,0.593
0.41,4.4,0.404
0.579,6.1,0.277
0.673,7.8,0.2
0.752,8.3,0.095
0.742,8.9,0.03
0.683,8.3,0.005
0.567,8.3,0.012
0.394,7.8,0.043
0.164,7.2,0.158
0,5,0.334
0,3.9,0.436
0,5,0.457
0,5,0.444
0,5,0.429
0,4.4,0.426
0,4.4,0.407
0,5.6,0.385
0,6.1,0.343
0,6.7,0.303
0,6.7,0.275
0,6.1,0.272
0,6.7,0.291
0.012,6.7,0.325
0.227,7.2,0.329
0.465,7.8,0.225
0.625,8.3,0.132
0.712,8.3,0.035
0.764,8.3,0.002
0.755,7.8,0.001
0.697,7.8,0.022
0.582,7.2,0.053
0.412,7.2,0.097
0.179,7.8,0.229
0,7.8,0.371
0,7.8,0.398
0,7.8,0.379
0,7.8,0.344
0,7.8,0.303
0,7.8,0.261
0,8.3,0.22
0,8.3,0.186
0,8.3,0.16
0,7.8,0.152
0,7.8,0.152
0,7.8,0.147
0,7.8,0.135
0.012,7.8,0.118
0.231,7.8,0.09
0.479,8.3,0.064
0.641,8.3,0.093
0.731,8.3,0.123
0.769,8.9,0.144
0.758,8.9,0.179
0.697,8.9,0.227
0.586,8.9,0.276
0.412,8.3,0.323
0.175,8.3,0.369
0,8.3,0.413
0,8.3,0.401
0,8.3,0.374
0,8.3,0.355
0,8.3,0.343
0,8.3,0.331
0,7.8,0.323
0,8.3,0.337
0,7.8,0.352
0,7.8,0.369
0,7.8,0.387
0,7.8,0.404
0,7.8,0.436
0.007,7.8,0.46
0.159,8.3,0.441
0.379,8.9,0.574
0.57,8.9,0.653
0.684,9.4,0.705
0.729,9.4,0.732
