sol_irr,T_amb,wind_pow
0.548,25.6,0.728
0.4,25,0.71
0.223,24.4,0.693
0.063,22.8,0.672
0.005,21.7,0.63
0,20,0.583
0,18.9,0.575
0,17.2,0.547
0,15.6,0.514
0,14.4,0.482
0,12.2,0.457
0,11.1,0.442
0,11.1,0.432
0,11.7,0.432
0,12.2,0.436
0.026,13.3,0.42
0.12,14.4,0.435
0.275,17.8,0.442
0.437,20.6,0.454
0.581,22.2,0.485
0.664,23.9,0.526
0.696,24.4,0.555
0.677,23.9,0.562
0.615,24.4,0.551
0.512,24.4,0.527
0.377,22.2,0.505
0.214,20.6,0.484
0.071,19.4,0.459
0.005,16.7,0.413
0,15.6,0.368
0,15,0.366
0,14.4,0.394
0,14.4,0.447
0,14.4,0.479
0,14.4,0.5
0,14.4,0.513
0,14.4,0.498
0,14.4,0.467
0,14.4,0.431
0.026,15.6,0.376
0.121,16.1,0.362
0.279,16.7,0.339
0.446,18.3,0.309
0.574,18.9,0.302
0.657,18.3,0.322
0.679,17.8,0.358
0.668,17.8,0.388
0.611,16.7,0.395
0.514,16.1,0.376
0.371,16.1,0.345
0.21,16.7,0.325
0.072,16.1,0.322
0.005,15,0.328
0,15,0.332
0,14.4,0.329
0,12.8,0.328
0,11.7,0.322
0,11.1,0.32
0,11.1,0.325
0,11.1,0.332
0,11.7,0.325
0,11.1,0.305
0,12.2,0.283
0.027,11.7,0.253
0.122,13.3,0.202
0.284,13.9,0.201
0.445,12.8,0.211
0.573,11.7,0.236
0.654,12.8,0.278
0.677,15,0.32
0.651,13.9,0.325
0.583,13.9,0.299
0.483,13.9,0.275
0.351,13.3,0.265
0.202,11.1,0.266
0.072,10.6,0.29
0.005,9.4,0.332
0,9.4,0.355
0,9.4,0.354
0,8.9,0.355
0,8.9,0.371
0,8.9,0.374
0,8.9,0.316
0,8.9,0.237
0,10,0.181
0,10,0.153
0,10,0.141
0.027,11.1,0.144
0.124,13.3,0.141
0.279,12.2,0.163
0.432,12.2,0.182
0.555,10.6,0.176
0.636,15,0.151
0.629,15.6,0.152
0.62,13.9,0.166
0.565,15,0.233
0.457,15,0.355
0.329,15.6,0.447
0.19,14.4,0.525
0.068,13.3,0.579
0.004,11.7,0.567
0,10,0.449
0,8.3,0.328
0,7.2,0.225
0,6.7,0.209
0,6.1,0.325
0,5.6,0.47
0,5.6,0.555
0,5,0.594
0,6.1,0.574
0,7.8,0.538
0.025,8.9,0.474
0.121,12.2,0.479
0.272,14.4,0.422
0.428,15,0.318
0.555,15.6,0.275
0.637,15.6,0.32
0.653,15,0.383
0.641,17.8,0.439
0.582,16.1,0.506
0.473,18.3,0.577
0.343,15,0.636
0.201,17.2,0.67
0.073,16.1,0.663
0.005,13.9,0.604
0,12.2,0.525
0,11.1,0.487
0,9.4,0.469
0,8.9,0.482
0,8.9,0.515
0,7.8,0.566
0,6.7,0.583
0,8.3,0.58
0,7.8,0.571
0,9.4,0.556
0.028,11.7,0.534
0.121,14.4,0.626
0.289,15.6,0.704
0.454,17.8,0.728
0.581,19.4,0.739
0.663,20.6,0.741
0.699,16.7,0.741
0.685,18.3,0.734
0.626,21.1,0.72
0.517,21.7,0.713
0.374,18.9,0.718
0.212,20.6,0.722
0.073,17.8,0.717
0.005,14.4,0.664
0,12.8,0.649
0,10.6,0.654
0,10,0.674
0,10,0.683
0,8.9,0.691
0,8.9,0.692
0,8.3,0.69
0,8.3,0.682
0,7.8,0.689
0,10,0.724
0.026,12.2,0.728
0.121,15,0.806
0.28,16.7,0.838
0.44,18.9,0.833
0.568,20.6,0.827
0.65,21.7,0.82
0.691,21.1,0.815
0.678,21.7,0.812
0.62,23.9,0.804
0.499,21.7,0.799
0.361,17.8,0.8
0.207,16.7,0.812
0.073,15.6,0.819
0.005,12.8,0.781
0,12.2,0.766
0,11.7,0.772
0,11.1,0.789
0,9.4,0.769
0,8.9,0.747
0,8.3,0.726
0,8.3,0.713
0,8.3,0.69
0,9.4,0.654
0,11.1,0.618
0.025,13.3,0.591
0.12,14.4,0.628
0.266,16.1,0.722
0.417,16.7,0.732
0.541,16.7,0.735
0.623,17.2,0.744
0.653,18.9,0.743
0.642,18.9,0.751
0.585,20.6,0.762
0.48,20.6,0.757
0.346,19.4,0.744
0.199,19.4,0.732
0.071,18.3,0.706
0.004,16.7,0.652
0,13.9,0.582
0,12.2,0.563
0,11.1,0.561
0,8.9,0.547
0,8.3,0.527
0,7.8,0.534
0,7.2,0.544
0,5.6,0.532
0,6.1,0.505
0,10.6,0.464
0.024,13.9,0.391
0.119,15,0.387
0.263,16.7,0.418
0.414,17.8,0.432
0.538,19.4,0.484
0.621,20.6,0.549
0.668,21.7,0.597
0.656,22.8,0.625
0.592,23.3,0.632
0.443,22.8,0.624
0.32,23.3,0.609
0.183,22.2,0.6
0.066,21.1,0.599
0.004,18.9,0.566
0,16.7,0.496
0,14.4,0.436
0,11.7,0.434
0,10,0.454
0,9.4,0.415
0,8.9,0.371
0,8.3,0.336
0,7.2,0.302
0,7.2,0.282
0,11.7,0.293
0.024,16.1,0.294
0.118,17.8,0.36
0.256,20,0.422
0.414,21.1,0.445
0.543,22.2,0.469
0.623,23.9,0.484
0.636,25,0.484
0.62,26.1,0.467
0.554,27.2,0.465
0.473,27.8,0.484
0.345,27.8,0.516
0.2,27.2,0.544
0.073,24.4,0.552
0.005,23.3,0.5
0,20.6,0.432
0,16.7,0.39
0,15,0.364
0,13.9,0.358
0,12.8,0.348
0,12.2,0.333
0,11.1,0.308
0,10.6,0.294
0,10,0.294
0,12.8,0.354
0.023,15,0.385
0.112,16.7,0.498
0.243,18.9,0.552
0.364,20.6,0.516
0.484,22.2,0.477
0.566,23.9,0.461
0.594,25,0.459
0.563,26.1,0.47
0.485,25.6,0.491
0.378,24.4,0.519
0.277,25,0.541
0.168,23.3,0.556
0.065,21.7,0.558
0.004,18.9,0.513
0,15.6,0.449
0,13.9,0.407
0,12.2,0.393
0,11.7,0.401
0,11.1,0.411
0,10.6,0.432
0,10,0.465
0,10,0.47
0,10.6,0.473
0,11.7,0.47
0.029,14.4,0.432
0.121,15,0.464
0.294,17.2,0.473
0.469,18.9,0.457
0.593,20.6,0.46
0.671,22.2,0.477
0.693,23.3,0.498
0.659,25.6,0.518
0.541,26.7,0.529
0.405,26.7,0.545
0.288,26.1,0.564
0.177,23.3,0.559
0.073,21.1,0.519
0.005,16.7,0.439
0,15.6,0.371
0,15.6,0.341
0,14.4,0.332
0,14.4,0.327
0,14.4,0.337
0,14.4,0.374
0,14.4,0.388
0,14.4,0.42
0,13.9,0.452
0,13.9,0.476
0.026,14.4,0.481
0.117,15,0.545
0.288,16.1,0.571
0.453,16.7,0.578
0.578,18.3,0.582
0.666,17.8,0.586
0.708,18.3,0.591
0.699,20,0.598
0.644,18.9,0.61
0.54,17.8,0.62
0.399,18.3,0.623
0.225,17.2,0.62
0.066,16.1,0.61
0.006,13.9,0.543
0,12.2,0.447
0,11.1,0.43
0,10,0.458
0,10.6,0.527
0,11.1,0.59
0,11.1,0.645
0,10.6,0.68
0,11.1,0.69
0,11.1,0.688
0,12.2,0.674
0.027,13.3,0.642
0.116,15.6,0.672
0.275,16.1,0.657
0.467,17.2,0.622
0.605,17.8,0.599
0.692,18.3,0.594
0.729,18.3,0.61
0.719,19.4,0.639
0.663,20.6,0.675
0.561,21.7,0.713
0.413,19.4,0.739
0.232,18.9,0.748
0.058,18.9,0.741
0.006,15.6,0.668
0,13.9,0.568
0,10,0.524
0,9.4,0.566
0,8.9,0.559
0,8.3,0.553
0,7.8,0.545
0,6.7,0.568
0,7.8,0.591
0,6.7,0.609
0,8.3,0.634
0.026,10,0.653
0.113,14.4,0.762
0.248,16.7,0.798
0.441,20,0.788
0.577,21.7,0.778
0.675,20,0.776
0.717,21.1,0.786
0.708,21.1,0.799
0.653,23.9,0.809
0.553,22.2,0.82
0.411,20,0.824
0.232,20,0.825
0.061,17.8,0.817
0.006,13.9,0.741
0,13.3,0.661
0,12.8,0.661
0,11.7,0.642
0,11.1,0.686
0,10.6,0.695
0,10,0.673
0,10.6,0.634
0,11.1,0.61
0,11.7,0.601
0,12.8,0.571
0.025,15,0.544
0.114,16.7,0.655
0.273,18.3,0.72
0.443,18.3,0.721
0.542,17.8,0.718
0.671,19.4,0.718
0.715,20,0.722
0.712,21.1,0.726
0.652,20.6,0.739
0.549,21.1,0.759
0.406,22.2,0.779
0.23,22.2,0.788
0.064,20.6,0.778
0.006,16.7,0.715
0,15,0.613
0,11.7,0.594
0,10.6,0.593
0,9.4,0.61
0,9.4,0.627
0,7.8,0.65
0,7.2,0.674
0,9.4,0.684
0,7.8,0.706
0,11.1,0.711
0.025,14.4,0.691
0.113,16.7,0.756
0.288,18.9,0.77
0.418,20.6,0.765
0.576,21.7,0.762
0.682,23.3,0.771
0.724,25,0.785
0.717,25.6,0.796
0.661,26.1,0.808
0.56,26.1,0.816
0.412,26.1,0.82
0.232,25,0.819
0.062,23.9,0.805
0.006,20.6,0.722
0,17.2,0.604
0,14.4,0.583
0,12.2,0.566
0,11.7,0.576
0,9.4,0.642
0,8.9,0.671
0,8.3,0.692
0,8.3,0.675
0,8.3,0.642
0,10.6,0.642
0.026,14.4,0.665
0.116,17.2,0.744
0.265,19.4,0.75
0.462,21.1,0.724
0.606,22.8,0.7
0.691,24.4,0.693
0.728,26.7,0.702
0.718,27.8,0.719
0.662,27.8,0.734
0.559,28.3,0.754
0.412,27.8,0.77
0.232,26.1,0.776
0.063,23.3,0.771
0.006,18.3,0.714
0,15,0.666
0,12.8,0.661
0,11.7,0.638
0,10.6,0.626
0,10.6,0.645
0,11.1,0.65
0,10.6,0.648
0,10.6,0.651
0,11.7,0.662
0,12.8,0.672
0.025,13.9,0.679
0.115,14.4,0.722
0.265,16.1,0.707
0.457,16.7,0.681
0.607,16.7,0.671
0.694,17.8,0.688
0.731,17.8,0.72
0.721,18.3,0.75
0.665,18.9,0.777
0.562,19.4,0.798
0.415,20,0.812
0.234,19.4,0.82
0.061,18.3,0.816
0.006,16.1,0.768
0,15.6,0.739
0,15,0.753
0,14.4,0.76
0,13.3,0.755
0,12.2,0.75
0,12.2,0.75
0,11.7,0.758
0,12.2,0.765
0,12.2,0.773
0,12.2,0.772
0.026,12.8,0.763
0.114,16.7,0.844
0.28,18.3,0.86
0.449,19.4,0.85
0.588,20.6,0.837
0.682,22.2,0.829
0.723,22.2,0.829
0.715,24.4,0.835
0.659,23.3,0.841
0.56,22.2,0.844
0.413,20.6,0.84
0.233,19.4,0.837
0.063,17.8,0.831
0.006,14.4,0.775
0,14.4,0.699
0,13.7,0.664
0,13,0.642
0,12.3,0.633
0,11.5,0.628
0,10.8,0.608
0,10.1,0.575
0,9.4,0.535
0,9.2,0.515
0,9.1,0.503
0.026,8.9,0.492
0.113,9.1,0.589
0.288,9.2,0.596
0.467,9.4,0.59
0.605,12,0.595
0.687,14.6,0.61
0.725,17.2,0.624
0.715,17,0.635
0.66,16.9,0.644
0.559,16.7,0.645
0.412,15.6,0.632
0.233,14.4,0.607
0.062,13.3,0.578
0.006,12.2,0.489
0,11.1,0.401
0,10,0.379
0,9.4,0.394
0,8.9,0.418
0,8.3,0.429
0,7.9,0.43
0,7.6,0.477
0,7.2,0.479
0,8.5,0.459
0,9.8,0.457
0.024,11.1,0.445
0.113,12.6,0.506
0.251,14.1,0.491
0.445,15.6,0.444
0.583,16.1,0.405
0.674,16.7,0.384
0.717,17.2,0.377
0.708,17.9,0.376
0.651,18.7,0.376
0.548,19.4,0.376
0.401,19,0.38
0.226,18.7,0.4
0.069,18.3,0.435
0.006,16.1,0.464
0,13.9,0.476
0,11.7,0.48
0,10.4,0.484
0,9.1,0.488
0,7.8,0.485
0,7.4,0.504
0,7.1,0.525
0,6.7,0.55
0,8.5,0.564
0,10.4,0.565
0.026,12.2,0.548
0.114,14.1,0.594
0.29,15.9,0.607
0.46,17.8,0.578
0.591,19.3,0.55
0.673,20.7,0.529
0.709,22.2,0.521
0.698,22.8,0.523
0.64,23.3,0.535
0.541,23.9,0.547
0.396,22.8,0.557
0.224,21.7,0.575
0.07,20.6,0.609
0.005,18.5,0.605
0,16.5,0.558
0,14.4,0.551
0,13.5,0.548
0,12.6,0.559
0,11.7,0.586
0,12.4,0.607
0,13.2,0.621
0,13.9,0.618
0,14.3,0.621
0,14.6,0.674
0.026,15,0.675
0.119,16.3,0.781
0.278,17.6,0.822
0.436,18.9,0.813
0.558,19.6,0.789
0.632,20.4,0.76
0.641,21.1,0.732
0.624,21.1,0.713
0.555,21.1,0.696
0.465,21.1,0.684
0.349,20.5,0.692
0.209,20,0.709
0.076,19.4,0.724
0.005,17.9,0.7
0,16.5,0.688
0,15,0.684
0,14.4,0.688
0,13.9,0.688
0,13.3,0.676
0,12.8,0.652
0,12.2,0.636
0,11.7,0.625
0,13.4,0.613
0,15,0.621
0.026,16.7,0.614
0.116,18.2,0.698
0.281,19.6,0.746
0.438,21.1,0.762
0.568,22,0.77
0.653,23,0.77
0.692,23.9,0.77
0.681,24.1,0.776
0.625,24.2,0.786
0.525,24.4,0.792
0.384,23.5,0.794
0.219,22.6,0.791
0.074,21.7,0.781
0.005,18.9,0.718
0,16.1,0.627
0,13.3,0.601
0,13.5,0.615
0,13.7,0.633
0,13.9,0.647
0,13,0.663
0,12,0.682
0,11.1,0.697
0,11.5,0.704
0,11.8,0.708
0.026,12.2,0.684
0.117,14.4,0.748
0.279,16.7,0.792
0.441,18.9,0.769
0.568,19.8,0.739
0.649,20.8,0.722
0.68,21.7,0.71
0.667,22.1,0.7
0.606,22.4,0.698
0.514,22.8,0.709
0.373,22.4,0.731
0.213,22.1,0.755
0.074,21.7,0.763
0.004,20,0.708
0,18.4,0.63
0,16.7,0.642
0,15.4,0.685
0,14.1,0.704
0,12.8,0.701
0,11.9,0.686
0,10.9,0.674
0,10,0.654
0,11.3,0.637
0,12.6,0.62
0.023,13.9,0.59
0.116,15.4,0.64
0.268,16.8,0.7
0.425,18.3,0.692
0.55,19.2,0.695
0.626,20.2,0.698
0.669,21.1,0.695
0.661,21.1,0.695
0.605,21.1,0.711
0.495,21.1,0.713
0.36,20.4,0.707
0.207,19.6,0.706
0.074,18.9,0.695
0.004,18.2,0.613
0,17.4,0.513
0,16.7,0.472
0,16.3,0.47
0,16,0.457
0,15.6,0.445
0,15.4,0.441
0,15.2,0.432
0,15,0.408
0,16.1,0.38
0,17.2,0.356
0.024,18.3,0.314
0.116,19.4,0.238
0.269,20.6,0.215
0.427,21.7,0.196
0.553,23.2,0.174
0.632,24.6,0.133
0.661,26.1,0.114
0.646,26.7,0.132
0.591,27.2,0.151
0.5,27.8,0.266
0.365,26.5,0.402
0.21,25.2,0.453
0.073,23.9,0.438
0.004,22,0.367
0,20.2,0.311
0,18.3,0.302
0,18.5,0.278
0,18.7,0.22
0,18.9,0.192
0,18.5,0.199
0,18.2,0.214
0,17.8,0.225
0,17.6,0.226
0,17.4,0.212
0.025,17.2,0.18
0.114,19.2,0.118
0.28,21.3,0.095
0.443,23.3,0.137
0.568,24.4,0.153
0.647,25.6,0.167
0.672,26.7,0.19
0.661,25.8,0.253
0.607,24.8,0.343
0.505,23.9,0.452
0.367,21.5,0.552
0.208,19.1,0.611
0.071,16.7,0.58
0.004,16.3,0.51
0,16,0.474
0,15.6,0.419
0,15.6,0.355
0,15.6,0.313
0,15.6,0.298
0,15.2,0.302
0,14.8,0.315
0,14.4,0.32
0,14.8,0.31
0,15.2,0.297
0.023,15.6,0.27
0.114,16.1,0.192
0.257,16.7,0.185
0.406,17.2,0.228
0.531,17.9,0.251
0.612,18.7,0.264
0.648,19.4,0.272
0.63,19.4,0.278
0.577,19.4,0.297
0.485,19.4,0.36
0.361,18.7,0.459
0.208,17.9,0.542
0.073,17.2,0.564
0.004,16.3,0.59
0,15.3,0.6
0,14.4,0.601
0,14.4,0.607
0,14.4,0.61
0,14.4,0.602
0,13.5,0.575
0,12.6,0.516
0,11.7,0.376
0,13,0.262
0,14.3,0.188
0.024,15.6,0.149
0.117,16.1,0.114
0.261,16.7,0.148
0.405,17.2,0.226
0.5,16.8,0.291
0.565,16.5,0.355
0.6,16.1,0.403
0.594,16.7,0.437
0.547,17.2,0.459
0.453,17.8,0.476
0.338,17.4,0.516
0.201,17.1,0.556
0.074,16.7,0.56
0.004,15.8,0.491
0,14.8,0.37
0,13.9,0.336
0,13.3,0.367
0,12.8,0.406
0,12.2,0.431
0,12.2,0.448
0,12.2,0.462
0,12.2,0.466
0,12.9,0.472
0,13.7,0.481
0.024,14.4,0.476
0.113,15.3,0.487
0.284,16.3,0.494
0.451,17.2,0.484
0.581,17.8,0.467
0.663,18.3,0.431
0.7,18.9,0.381
0.688,19.6,0.359
0.631,20.4,0.362
0.524,21.1,0.386
0.381,20.7,0.414
0.216,20.4,0.448
0.072,20,0.496
0.004,17,0.504
0,14.1,0.448
0,11.1,0.414
0,10.4,0.401
0,9.6,0.395
0,8.9,0.399
0,8.3,0.41
0,7.8,0.422
0,7.2,0.432
0,8.5,0.439
0,9.8,0.447
0.021,11.1,0.422
0.113,13.7,0.427
0.259,16.3,0.399
0.412,18.9,0.345
0.54,19.8,0.311
0.632,20.8,0.301
0.675,21.7,0.311
0.671,21.7,0.325
0.61,21.7,0.348
0.507,21.7,0.386
0.378,20.8,0.444
0.217,19.8,0.532
0.074,18.9,0.623
0.004,17.2,0.642
0,15.6,0.591
0,13.9,0.571
0,12.6,0.552
0,11.3,0.524
0,10,0.505
0,9.4,0.503
0,8.9,0.519
0,8.3,0.537
0,9.8,0.547
0,11.3,0.541
0.022,12.8,0.505
0.115,15.4,0.503
0.271,18,0.547
0.427,20.6,0.544
0.552,21.5,0.538
0.636,22.4,0.554
0.683,23.3,0.571
0.671,24.2,0.586
0.615,25.2,0.612
0.518,26.1,0.635
0.379,25.4,0.651
0.216,24.6,0.667
0.073,23.9,0.67
0.003,21.7,0.624
0,19.4,0.54
0,17.2,0.505
0,15.4,0.503
0,13.5,0.506
0,11.7,0.507
0,11.3,0.522
0,11,0.552
0,10.6,0.578
0,12.4,0.586
0,14.3,0.583
0.022,16.1,0.55
0.115,18.5,0.572
0.274,20.9,0.599
0.432,23.3,0.59
0.54,24.8,0.596
0.606,26.3,0.6
0.642,27.8,0.586
0.636,28.9,0.561
0.585,30,0.547
0.496,31.1,0.579
0.368,30.2,0.63
0.213,29.2,0.668
0.073,28.3,0.681
0.003,25.2,0.645
0,22,0.563
0,18.9,0.539
0,18.5,0.535
0,18.2,0.54
0,17.8,0.558
0,15.9,0.585
0,14.1,0.617
0,12.2,0.649
0,14.6,0.668
0,17,0.672
0.022,19.4,0.645
0.116,21.8,0.686
0.279,24.3,0.711
0.438,26.7,0.67
0.547,28.9,0.657
0.618,31.1,0.625
0.635,33.3,0.599
0.624,34.1,0.594
0.559,34.8,0.627
0.464,35.6,0.661
0.341,35,0.682
0.2,34.5,0.707
0.071,33.9,0.721
0.003,28.9,0.668
0,23.9,0.57
0,18.9,0.522
0,18,0.532
0,17,0.527
0,16.1,0.538
0,15.7,0.541
0,15.4,0.535
0,15,0.526
0,16.5,0.523
0,17.9,0.524
0.019,19.4,0.501
0.113,22,0.544
0.26,24.6,0.586
0.418,27.2,0.574
0.541,28.9,0.583
0.625,30.5,0.594
0.664,32.2,0.606
0.656,32.8,0.635
0.605,33.3,0.682
0.517,33.9,0.733
0.382,32.2,0.774
0.218,30.6,0.802
0.074,28.9,0.808
0.003,26.3,0.759
0,23.7,0.676
0,21.1,0.665
0,19.6,0.657
0,18.2,0.684
0,16.7,0.699
0,15.9,0.653
0,15.2,0.628
0,14.4,0.627
0,14.8,0.61
0,15.2,0.609
0.02,15.6,0.593
0.113,18,0.649
0.279,20.4,0.668
0.445,22.8,0.633
0.574,24.6,0.618
0.658,26.5,0.61
0.693,28.3,0.606
0.683,29.6,0.603
0.628,30.9,0.619
0.529,32.2,0.636
0.387,31.5,0.655
0.22,30.7,0.687
0.072,30,0.718
0.003,26.5,0.7
0,22.9,0.635
0,19.4,0.644
0,18.3,0.63
0,17.2,0.619
0,16.1,0.62
0,15.5,0.61
0,15,0.596
0,14.4,0.57
0,14.8,0.529
0,15.2,0.491
0.019,15.6,0.447
0.112,16.7,0.466
0.266,17.8,0.51
0.427,18.9,0.459
0.555,22,0.413
0.642,25.2,0.391
0.677,28.3,0.395
0.668,29.4,0.457
0.614,30.6,0.547
0.522,31.7,0.608
0.382,30.8,0.647
0.217,29.8,0.679
0.072,28.9,0.687
0.003,25.7,0.653
0,22.6,0.574
0,19.4,0.562
0,18.7,0.563
0,17.9,0.539
0,17.2,0.526
0,16.3,0.509
0,15.3,0.488
0,14.4,0.455
0,14.8,0.42
0,15.2,0.398
0.019,15.6,0.349
0.111,17.6,0.241
0.286,19.7,0.2
0.452,21.7,0.227
0.574,23.2,0.244
0.65,24.6,0.27
0.679,26.1,0.316
0.67,26.3,0.416
0.616,26.5,0.519
0.518,26.7,0.611
0.38,24.5,0.676
0.214,22.2,0.698
0.069,20,0.692
0.002,18.1,0.694
0,16.3,0.698
0,14.4,0.688
0,14.6,0.64
0,14.8,0.571
0,15,0.519
0,14.8,0.469
0,14.6,0.421
0,14.4,0.376
0,14.6,0.344
0,14.8,0.329
0.019,15,0.312
0.111,15.4,0.251
0.274,15.7,0.219
0.435,16.1,0.223
0.56,16.7,0.225
0.639,17.2,0.262
0.678,17.8,0.327
0.669,19.5,0.428
0.618,21.1,0.538
0.516,22.8,0.625
0.379,22.2,0.698
0.216,21.7,0.722
0.07,21.1,0.701
0.002,18.7,0.602
0,16.3,0.502
0,13.9,0.459
0,13.2,0.44
0,12.4,0.432
0,11.7,0.425
0,10.8,0.408
0,9.8,0.382
0,8.9,0.354
0,10.2,0.312
0,11.5,0.24
0.02,12.8,0.154
0.116,15,0.093
0.274,17.2,0.062
0.425,19.4,0.045
0.54,20.3,0.036
0.61,21.3,0.03
0.631,22.2,0.017
0.61,22.8,0.004
0.546,23.3,0.006
0.391,23.9,0.022
0.239,22.8,0.159
0.114,21.7,0.289
0.031,20.6,0.413
0,18.2,0.437
0,15.7,0.422
0,13.3,0.379
0,12.9,0.276
0,12.6,0.208
0,12.2,0.162
0,11.5,0.118
0,10.7,0.09
0,10,0.074
0,10.9,0.062
0,11.9,0.09
0.015,12.8,0.099
0.099,13.7,0.045
0.222,14.7,0.029
0.351,15.6,0.118
0.465,17.1,0.233
0.557,18.5,0.277
0.624,20,0.231
0.615,21.1,0.167
0.567,22.2,0.14
0.468,23.3,0.168
0.341,21.8,0.264
0.195,20.4,0.431
0.067,18.9,0.586
0.002,16.9,0.559
0,14.8,0.445
0,12.8,0.336
0,12.4,0.253
0,12.1,0.168
0,11.7,0.148
0,11.7,0.257
0,11.7,0.359
0,11.7,0.369
0,12.2,0.359
0,12.8,0.365
0.017,13.3,0.374
0.11,14.1,0.327
0.264,14.8,0.3
0.423,15.6,0.272
0.549,17.6,0.241
0.629,19.7,0.189
0.662,21.7,0.129
0.639,22.6,0.08
0.571,23.5,0.038
0.465,24.4,0.036
0.334,23.5,0.106
0.17,22.6,0.225
0.049,21.7,0.377
0.001,19.3,0.424
0,16.8,0.386
0,14.4,0.332
0,13.1,0.246
0,11.9,0.154
0,10.6,0.105
0,10.4,0.094
0,10.2,0.111
0,10,0.129
0,10.9,0.123
0,11.9,0.091
0.016,12.8,0.062
0.108,13.3,0.043
0.272,13.9,0.037
0.432,14.4,0.04
0.543,17,0.038
0.606,19.6,0.031
0.633,22.2,0.017
0.618,23.3,0.006
0.569,24.5,0.003
0.482,25.6,0.036
0.349,24.7,0.259
0.196,23.7,0.516
0.064,22.8,0.574
0.001,20.6,0.447
0,18.3,0.314
0,16.1,0.269
0,15,0.261
0,13.9,0.242
0,12.8,0.206
0,12.8,0.158
0,12.8,0.114
0,12.8,0.074
0,13,0.043
0,13.1,0.027
0.016,13.3,0.024
0.107,13.9,0.024
0.267,14.4,0.033
0.439,15,0.061
0.57,18.5,0.098
0.653,22.1,0.143
0.687,25.6,0.205
0.679,26.5,0.307
0.627,27.4,0.418
0.523,28.3,0.509
0.384,26.6,0.561
0.218,25,0.567
0.066,23.3,0.538
0.002,20.2,0.444
0,17,0.379
0,13.9,0.391
0,13.2,0.418
0,12.4,0.444
0,11.7,0.479
0,11.9,0.518
0,12,0.55
0,12.2,0.574
0,12.6,0.594
0,12.9,0.609
0.016,13.3,0.601
0.109,14.1,0.652
0.285,14.8,0.778
0.454,15.6,0.79
0.584,16.9,0.814
0.668,18.1,0.844
0.707,19.4,0.857
0.698,20.9,0.872
0.642,22.4,0.883
0.541,23.9,0.879
0.396,21.3,0.873
0.222,18.7,0.869
0.066,16.1,0.857
0.001,15,0.8
0,13.9,0.768
0,12.8,0.772
0,12.4,0.777
0,12.1,0.786
0,11.7,0.782
0,11.5,0.804
0,11.3,0.802
0,11.1,0.802
0,12.6,0.802
0,14.1,0.786
0.015,15.6,0.781
0.11,16,0.815
0.288,16.3,0.812
0.463,16.7,0.809
0.597,17.8,0.804
0.684,18.9,0.801
0.724,20,0.801
0.715,19.8,0.8
0.658,19.6,0.795
0.556,19.4,0.79
0.408,19.2,0.789
0.229,19.1,0.792
0.066,18.9,0.789
0.001,17,0.752
0,15.2,0.728
0,13.3,0.741
0,12,0.791
0,10.7,0.813
0,9.4,0.808
0,8.3,0.805
0,7.2,0.809
0,6.1,0.808
0,8,0.796
0,9.8,0.788
0.014,11.7,0.792
0.107,14.5,0.857
0.27,17.2,0.869
0.451,20,0.857
0.588,21.7,0.84
0.673,23.3,0.831
0.718,25,0.816
0.707,25.4,0.796
0.649,25.7,0.788
0.548,26.1,0.792
0.402,24.8,0.808
0.226,23.5,0.83
0.067,22.2,0.846
0.001,19.8,0.829
0,17.4,0.794
0,15,0.785
0,14.4,0.749
0,13.9,0.716
0,13.3,0.697
0,12.8,0.668
0,12.2,0.645
0,11.7,0.663
0,12.6,0.687
0,13.5,0.69
0.015,14.4,0.675
0.11,16.3,0.711
0.289,18.1,0.746
0.462,20,0.697
0.594,22,0.641
0.677,24.1,0.576
0.712,26.1,0.516
0.7,26.8,0.476
0.642,27.6,0.451
0.535,28.3,0.425
0.389,27.9,0.407
0.216,27.6,0.405
0.065,27.2,0.41
0.001,23.9,0.41
0,20.5,0.395
0,17.2,0.365
0,17,0.312
0,16.9,0.282
0,16.7,0.256
0,15.6,0.237
0,14.4,0.244
0,13.3,0.281
0,14.8,0.329
0,16.3,0.352
0.012,17.8,0.31
0.099,20,0.243
0.241,22.2,0.192
0.393,24.4,0.14
0.515,25.7,0.142
0.599,27,0.178
0.634,28.3,0.228
0.628,28.9,0.272
0.576,29.4,0.302
0.471,30,0.328
0.346,28.3,0.366
0.194,26.7,0.42
0.061,25,0.471
0.001,22.6,0.506
0,20.2,0.473
0,18.7,0.434
0,17.1,0.419
0,15.6,0.38
0,14,0.338
0,12.5,0.317
0,10.9,0.328
0,9.4,0.349
0,11.1,0.369
0,11.1,0.374
0.014,11.7,0.348
0.11,12.2,0.282
0.285,12.8,0.249
0.454,14.4,0.22
0.583,16.7,0.218
0.663,19.4,0.22
0.69,20,0.204
0.685,21.1,0.177
0.629,21.7,0.204
0.527,21.7,0.251
0.384,20,0.284
0.215,18.3,0.334
0.065,16.7,0.391
0.001,15,0.444
0,15,0.457
0,14.4,0.445
0,13.9,0.432
0,13.3,0.444
0,13.3,0.451
0,13.3,0.436
0,13.3,0.406
0,13.3,0.376
0,13.3,0.355
0,13.3,0.337
0.013,13.3,0.315
0.109,15.6,0.238
0.28,15,0.228
0.448,16.1,0.198
0.576,16.7,0.184
0.657,18.9,0.175
0.688,18.3,0.199
0.678,18.3,0.218
0.624,17.2,0.323
0.523,16.7,0.447
0.381,16.7,0.554
